hieroglyph	gardiner_codes	transliteration	english	occurrence
𓅓𓂋𓈘	G17,J1,D21,N36	mxr	low - lying land	0.0
𓅓𓂋𓅱𓏛𓏥	G17,J1,D21,G43,Y1,Z2	mxrw	business	0.0
𓅓𓋴𓍚𓆱	G17,J1,S29,U35,M3	mxsf	peg (to secure net)	0.0
𓅓𓏏𓃀𓏏𓊌	G17,J1,X1,D58,X1,O39	mxtbt	an ornament  (of gold)	0.0
𓅓𓏏𓅓𓏏𓋩	G17,J1,X1,G17,X1,S20,V97	mxtmt	a closed (or) sealed receptacle	0.0
𓅓𓆞𓄿	G17,K4,G1	mXA	incline (one''s heart to)	0.0
𓅓𓆞𓄿𓊛	G17,K4,G1,P1	mXA	a boat	0.0
𓅓𓂝𓄚𓈖𓏏𓊛	G17,D36,F26,N35,X1,P1	mXnt	ferry boat	0.0
𓅓𓄡𓈖𓏏𓊠	G17,F32,N35,X1,P4	mXnt	ferry boat	0.0
𓅓𓂙𓈖𓏏𓊠	G17,D33,N35,X1,P4	mXnt	ferry boat	0.0
𓅓𓂝𓄚𓈖𓏏𓏭𓊛𓀀	G17,D36,F26,N35,X1,Z4,P1,A1	mXnty	ferryman	0.0
𓅓𓄚𓈖𓏏𓊛𓍘𓀭	G17,F26,N35,X1,P1,U33,A40	mXnty	ferryman	0.0
𓅓𓄡𓈖𓍘𓇋𓊛	G17,F32,N35,U33,M17,P1	mXnty	ferryman	0.0
𓅓𓄚𓈖𓅱𓏏𓊛𓀭	G17,F26,N35,G43,X1,P1,A40	mXnty	ferryman	0.0
𓅓𓂙𓈖𓏏𓊛𓍘𓇋𓅆	G17,D33,N35,X1,P1,U33,M17,G7	mXnty	ferryman	0.0
𓅓𓂋𓈘	G17,J1,D21,N36	mXr	low - lying land	0.0
𓅓𓂝𓌨𓂋𓉐	G17,D36,T28,D21,O1	mXr	storehouse, barn	0.0
𓅓𓂝𓌨𓂋𓏲𓈇	G17,D36,T28,D21,Z7,N23	mXrw	a low place	0.0
𓅓𓌨𓂋𓏛𓏥	G17,T28,D21,Y1,Z2	mXrw	dealings, business, ordinance, arrangement (of building)	0.0
𓅓𓂋𓅱𓏛𓏥	G17,J1,D21,G43,Y1,Z2	mxrw	dealings, business, ordinance, arrangement (of building)	0.0
𓅓𓌨𓂋𓅱𓏛𓏥	G17,T28,D21,G43,Y1,Z2	mXrw	dealings, business, ordinance, arrangement (of building)	0.0
𓅓𓂝𓌨𓂋𓅱𓏛𓏥	G17,D36,T28,D21,G43,Y1,Z2	mXrw	dealings, business, ordinance, arrangement (of building)	0.0
𓅓𓄡𓏏𓅱𓄹𓏥	G17,F32,X1,G43,F51,Z2	mXtw	intestines, colon	0.0
𓅓𓄡𓏏𓏲𓈓	G17,F32,X1,Z7,N33A	mXtw	intestines, colon	0.0
𓅓𓊄𓂻	G17,O35,D54	ms	bring, present (to), bring away booty, extend (hand), take (aim)	0.0
𓅓𓊄𓂡	G17,O35,D40	ms	bring, present (to), bring away booty, extend (hand), take (aim)	0.0
𓅓𓂝𓊄𓏭𓂻	G17,D36,O35,Z4,D54	ms	bring, present, bring away booty, extend (hand), take (aim)	0.0
𓅓𓅭	G17,G39	msA	bring, present (to), bring away booty, extend (hand),, take aim	0.0
𓅓𓊃𓅭	G17,O34,G39	msA	bring, present (to), bring away booty, extend (hand), take aim	0.0
𓅓𓊄𓂻	G17,O35,D54	ms	betake (oneself)	0.0
𓅓𓂝𓊄𓏲𓂻𓏪	G17,D36,O35,Z7,D54,Z3	msw	carriers, bearers	0.0
𓅓𓊃𓏏	G17,O34,X1,O30U	mst	a staff	0.0
𓅓𓋴𓆓𓏏𓂉	G17,S29,J17,I10,X1,D19	msADt	nostril	0.0
𓅓𓊃𓅨𓂋𓎟𓏤	G17,O34,G36,D21,D118,V30,Z1	mswr	drinking bowl	0.0
𓅓	G17,A115	mswr	drinking bowl	0.0
𓅓𓊃𓎛𓆊	G17,O34,V28,I3	msH	crocodile	0.0
𓅓𓋴𓎛𓆊	G17,S29,V28,I3	msH	crocodile	0.0
𓅓𓋴𓎛𓄛	G17,S29,V28,F27	msH	crocodile	0.0
𓅓𓊃𓈙𓏏𓍔𓏛	G17,O34,N37,X1,U30,Y1	msStA	framework ? (of chariot)	0.0
𓅓𓋴𓎝𓎡𓏏𓏏	G17,S29,V29,V31,X1,X1,P46	msktt	night-barque (of sun god)	0.0
𓅓𓋴𓎡𓏏𓏏𓊞	G17,S29,V31,X1,X1,P3	msktt	night-barque (of sun god)	0.0
𓅓𓋴𓍿𓊪𓏏	G17,S29,V13,Q3,X1	msTpt	portable shrine	0.0
𓅓𓋴𓂧𓅓𓏏𓈒𓏥	G17,S29,D46,G17,X1,N33,Z2	msdmt	black eye paint	0.0
𓅓𓄟𓋴𓂧𓀁	G17,F31,S29,D46,A2	m  msDd	unwillingly	0.0
𓅓𓈙𓂝𓀎𓏥	G17,N37,D36,A12,Z2	mSa	soldiers, army, infantry, gang (of workmen)	0.0
𓅓𓈙𓂝𓈎𓏏𓍜	G17,N37,D36,N29,X1,U37	mSaqt	shoulder blade	0.0
𓅓𓈙𓂝𓅱𓈔𓏤	G17,N37,D36,G43,N34,Z1	mSw	sword	0.0
𓅓𓂝𓈙𓂋𓃭𓅱𓇶	G17,D36,N37,D21,E23,G43,N8	mSrw	evening	0.0
𓅓𓂝𓈙𓂋𓅱𓇰	G17,D36,N37,D21,G43,N2	mSrw	evening	0.0
𓅓𓂝𓈙𓂋𓃭𓅱𓇰	G17,D36,N37,D21,E23,G43,N2	mSrw	evening	0.0
𓅓𓂝𓈙𓂋𓃭𓅱𓏏𓇳𓏥	G17,D36,N37,D21,E23,G43,X1,N5,Z2	mSrwt	evening meal	0.0
𓅓𓈙𓃭𓏏𓇶	G17,N37,E23,X1,N8	mSrwt	evening meal	0.0
𓅓𓂝𓎡𓀜	G17,D36,V31,A24	mki	guard, protect, look after (horse)	0.0
𓅓𓂝𓎡𓏛	G17,D36,V31,Y1	mki	guard, protect	0.0
𓅓𓂝𓎡𓀜𓅱𓂤𓏛	G17,D36,V31,A24,J1,G43,D43,Y1	mk  xw	guarded and protected	0.0
𓅓𓂝𓎡𓂡	G17,D36,V31,D40	mk	protector	0.0
𓅓𓎡𓏏	G17,V31,X1	mkt	thoracic spine	0.0
𓅓𓂝𓎡𓏏𓏛	G17,D36,V31,X1,Y1	mkt	protection, correct position (of limbs), proper station (for standing)	0.0
𓅓𓂝𓎡𓏛𓄻	G17,D36,V31,Y1,F51B	mkt	correct position (of limbs)	0.0
𓅓𓂝𓎡𓉐	G17,D36,V31,O1	mkt	proper station (for standing)	0.0
𓅓𓂝𓎡𓏏𓏭𓀜	G17,D36,V31,X1,Z4,A24	mkty	protector, guardian	0.0
𓅓𓂝𓎡𓏏𓏭𓂡𓀀	G17,D36,V31,X1,Z4,D40,A1	mkty	protector, guardian	0.0
𓅓𓂓𓏏	G17,D28,O230,X1	mkAt	support, pedestal	0.0
𓅓𓂓𓄿𓏏𓉐	G17,D28,G1,X1,O1	mkAt	support, pedastal	0.0
𓅓𓂝𓎡𓏏𓊪	G17,D36,V31,X1,Q3	mkAt	support, pedastal	0.0
𓅓𓂝𓎡𓏏𓊪	G17,D36,V31,X1,Q3	mkt	thoracic spine	0.0
𓅓𓂟𓎡𓇉𓁶	G17,D38,V31,M16,D1	mkHA	turn the back to, ignore, eschew (evil), be neglectful (of)	0.0
𓅓𓎡𓋴	G17,V31,S29,R88A	mks	sceptre	0.0
𓅓𓂝𓎡𓋴	G17,D36,V31,S29,W78A	mks	container (for documents)	0.0
𓅓𓏏𓀐	G17,X1,A14	mt	die, perish, death	0.0
𓅓𓏏𓂂	G17,X1,D12	mt	die, perish, death	0.0
𓅓𓏏𓁀	G17,X1,A55	mt	die, perish, death	0.0
𓅓𓏱𓏏	G17,Z6,X1	mt	die, perish (of ship), death	0.0
𓅓𓏏𓀐	G17,X1,A14	mt	dead man, mortal man	0.0
𓅓𓏏𓏏𓀐	G17,X1,X1,A14	mtt	dead woman	0.0
𓅓𓏏𓏏𓏱𓈟𓏏𓁐	G17,X1,X1,Z6,N42,X1,B1	mtt  Hmt	dead woman	0.0
𓅓𓂝𓅷𓏤𓂺	G17,D36,G47,Z1,D53	mTA	penis	0.0
𓅓𓏏𓂺𓅱𓏏	G17,X1,D53,G43,X1	mtwt	seed, progeny	0.0
𓅓𓍿𓈖𓌙𓏌𓏏𓏝	G17,V13,N35,T14,W24,X1,Y2	mtnwt	reward	0.0
𓅓𓅷𓄿𓀁	G17,G47,G1,A2	mTA	flout, vex	0.0
𓅓𓅷𓄿𓀁𓄣𓏤𓂋	G17,G47,G1,A2,F34,Z1,D21	mTA  ib  r	disagree with someone	0.0
𓅓𓂝𓅷𓏏𓂡	G17,D36,G47,X1,D40	mTAt	land - heritage ?	0.0
𓅓𓅷𓄿𓅓𓋳	G17,G47,G1,G17,S28	mTAm	a woman''s garment	0.0
𓅓𓍿𓇬𓈖𓃒	G17,V13,M42,N35,E1	mTwn	arena	0.0
𓅓𓍿𓈖𓅯𓈐	G17,V13,N35,G41,N31	mTn	road, way, course	0.0
𓅓𓂝𓍿𓈖𓈐	G17,D36,V13,N35,N31	mTn	road, way	0.0
𓅓𓂝𓏏𓈖𓌙𓅯𓈐𓏥	G17,D36,X1,N35,T14,G41,N31,Z2	mTn	course	0.0
𓅓𓂝𓏏𓈖𓌙𓅯𓀀	G17,D36,X1,N35,T14,G41,A1	mtn	sheikh	0.0
𓅓𓂝𓏏𓈖𓌙𓅯𓏛𓀀	G17,D36,X1,N35,T14,G41,Y1,A1	mtn	sheikh	0.0
𓅓𓂠𓍿𓈖𓈉	G17,D39,V13,N35,N25	mTn	Mitanni	0.0
𓅓𓂝𓏏𓈖𓈉	G17,D36,X1,N35,N25	mTn	Mitanni	0.0
𓅓𓂠𓂧𓊃𓏛	G17,D39,D46,O34,Y1	mds	sharp (of knife), acute (of vision), forceful (of character)	0.0
𓅓𓂧𓋴𓌪𓂡	G17,D46,S29,T30,D40	mds	firm - planted (of foot)	0.0
𓅓𓂧𓋴𓌪𓄣𓏤	G17,D46,S29,T30,F34,Z1	mds  ib	spiteful	0.0
𓅓𓆓𓏏𓎅𓈇𓏤	G17,I10,X1,V19,N23,Z1	mDt	depth	0.0
𓅓𓆓𓏏𓎅𓎅𓎅	G17,I10,X1,V19,V19,V19	mDwt	bonds	0.0
𓅓𓆓𓏏𓎅	G17,I10,X1,V19	mDt	byre	0.0
𓅓𓆓𓏏	G17,I10,X1,W1B	mDt	oil	0.0
𓅓𓍑𓏏𓏝	G17,U28,X1,Y2	mDAt	letter, dispatch	0.0
𓅓𓍑𓏏𓍐	G17,U28,X1,U27	mDAt	chisel	0.0
𓅓𓍑𓄿𓅱𓈉	G17,U28,G1,G43,N25	mDAw	Medja	0.0
𓅓𓂝𓍑𓅱𓌙𓈉𓏥	G17,D36,U28,G43,T14,N25,Z2	mDAw	Medja	0.0
𓅓𓍑𓄿𓅱𓌙𓀀𓏥	G17,U28,G1,G43,T14,A1,Z2	mDAw	Medjay, Police	0.0
𓅓𓂝𓍑𓄿𓇋𓇋𓏲𓌙𓀀𓏥	G17,D36,U28,G1,M17,M17,Z7,T14,A1,Z2	mDAw	Medjay, Police	0.0
𓅓𓍑𓏲𓃀𓂡	G17,U28,Z7,D58,D40	mDAb	expel (foes)	0.0
𓅓𓍑𓄿𓃀𓏏𓎟	G17,U28,G1,D58,X1,V30	mDAbt	bailer (of boat)	0.0
𓅓𓍑𓃀𓏏𓁸𓆱	G17,U28,D58,X1,D3,M3	mDAbt	drainer (for bilge ?)	0.0
𓅓𓇥𓂋𓊅	G17,M36,D21,O36	mDr	shut out (storms), wall in  (treasure)	0.0
𓅓𓇥𓂋𓇋𓊅	G17,M36,D21,M17,O36	mDr	shut out (storms), wall in  (treasure)	0.0
𓅓𓆓𓎛𓍼	G17,I10,V28,V12	mDH	fillet	0.0
𓅓𓂧𓎛𓍼	G17,D46,V28,V12	mDH	fillet	0.0
𓅓𓆓𓎛𓋜	G17,I10,V28,S10	mDH	fillet	0.0
𓅓𓂠𓂧𓎛𓌎𓂡	G17,D39,D46,V28,T7,D40	mDH	hew (timber), build (ships)	0.0
𓅓𓆓𓏏𓆑𓏏𓍊	G17,I10,X1,I9,X1,U22	mDtft	chisel (used in Opening-of-the-mouth ceremony)	0.0
𓅓𓂝𓆓𓂧𓂡	G17,D36,I10,D46,J24,D40	mDd	press hard on, hit, strike (the mouth in funerary ritual)	0.0
𓅓𓂝𓆓𓂧𓂡	G17,D36,I10,D46,J24,D40	mDd	practice (a virtue), press on (with)	0.0
𓅓𓂝𓆓𓂧𓂡𓍯𓄿𓏏𓈐	G17,D36,I10,D46,J24,D40,V4,G1,X1,N31	mDd  wAt	be loyal, obedient to	0.0
𓅓𓈖𓍇𓏌𓅱𓂧	G17,N35,U19,W24,G43,D46	m  nwdw	awry	0.0
𓅓𓈖𓍇𓏌𓏲𓂧𓏲𓂻𓏥	G17,N35,U19,W24,Z7,D46,Z7,D54,Z2	m  nwdw	awry	0.0
𓅓𓈖𓆑𓅪	G17,N35,I9,G37	m  nf	wrongfully	0.0
𓅓𓂋𓅱𓏏𓏭𓇯𓂋	G17,D21,G43,X1,Z4,N1,D21	m  rwty  r	absent from	0.0
𓅓𓉔𓅱𓏥	G17,O4,G43,Z2	m  hAw	in the neighbourhood of	0.0
𓅓𓉔𓇋𓄟𓋴𓂻𓏥	G17,O4,M17,F31,S29,D54,Z2	m  hims	humbly	0.0
𓅓𓉔𓄿𓄟𓋴𓂻	G17,O4,G1,F31,S29,D54	m  hims	humbly	0.0
𓅓𓇉𓄿𓅱𓏛𓏥	G17,M16,G1,G43,Y1,Z2	m  HAw	in excess of	0.0
𓅓𓇉𓄿𓅱𓏛𓏥𓁷𓏤	G17,M16,G1,G43,Y1,Z2,D2,Z1	m  HAw  Hr	in addition to, except	0.0
𓅓𓄂𓏏𓏤	G17,F4,X1,Z1	m  HAt	in front of, before	0.0
𓅓𓁷𓂋𓇋𓇋𓏏𓇯	G17,D2,D21,M17,M17,X1,N1	m  Hryt	above	0.0
𓅓𓁷𓂋𓏏𓇯	G17,D2,D21,X1,N1	m  Hryt	above, in advance of	0.0
𓅓𓁷𓂋𓂡	G17,D2,D21,J19,D40	m  Hrt	in readiness for	0.0
𓅓𓎛𓎛𓏭𓂻𓈖𓄣𓏤	G17,V28,V28,Z4,D54,N35,F34,Z1	m  HHy  n  ib	with ingenious mind	0.0
𓅓𓎛𓎿𓊃𓂻𓆑	G17,V28,W14,O34,D54,I9	m  Hsi  .f	(coming)    to meet him	0.0
𓅓𓊵𓏏𓊪𓄤𓆑𓂋𓅨𓂋𓏏	G17,R4,X1,Q3,F35,I9,D21,G36,D21,X1	m  Htp  nfr  wrt	in very good peace (a  greeting)	0.0
𓅓𓏏𓏛𓏥𓌡𓏏𓏤	G17,J1,X1,Y1,Z2,T21,X1,Z1	m  xt  wat	into, as one thing, altogether	0.0
𓅓𓂋𓆼	G17,D21,M12	imy  r  xAw	overseer of herds	0.0
𓅓𓋉𓀭	G17,J1,R22,A40	xm	sacred image	0.0
𓅓𓂸𓏏𓏥𓂜	G17,J1,D52,X1,Z2,D35	m  xmt	in the absence of, without	0.0
𓅓𓂸𓏏𓏪𓀁	G17,J1,D52,X1,Z3,A2	m  xmt	in the absence of, without	0.0
𓅓𓏅𓈖𓏏	G17,W18,N35,X1	xnt	in the face of, within, out of	0.0
𓅓𓏅𓈖𓏏𓏭𓂉𓉐	G17,W18,N35,X1,Z4,D19,O1	m  xnty	indoors	0.0
𓅓𓍚𓅱𓂻	G17,U35,G43,D54	m  xsfw	at the approach of (in meeting)	0.0
𓅓𓆱𓏏𓆱𓏏𓂽	G17,M3,J1,X1,M3,J1,X1,D55	m  xtxt	backwards	0.0
𓅓𓂧𓊛	G17,J1,D46,P1	m  xd	downstream	0.0
𓅓𓄚𓈖𓏌𓅱𓉐	G17,F26,N35,W24,G43,O1	m  Xnw	within, at, in the house of	0.0
𓅓𓄚𓏌𓂝𓂝	G17,F26,W24,D36,D36	m  Xnw  awy	within	0.0
𓅓𓏤	G17,J17,Z1	m  sA	at the back of, following after, having charge of, wearing (sandals)	0.0
𓅓𓊃𓈖𓏏𓏕𓂋	G17,O34,N35,X1,X5,D21	m  snt  r	in the likeness of, in accordance with	0.0
𓅓𓊃𓈖𓏏𓏕𓏛𓂋	G17,O34,N35,X1,X5,Y1,D21	m  snt  r	in the likeness of, in accordance with	0.0
𓅓𓋴𓂧𓀡	G17,S29,J1,D46,A29	m  sxd	head downwards	0.0
𓅓𓄔𓀀𓏪	G17,F21,A1,Z3	sDmi	judge, hearers	0.0
𓅓𓄲𓏛	G17,F46,Y1	m  qAb	doubled	0.0
𓅓𓎡𓆑𓏏𓄖	G17,V31,I9,X1,F22	m  kfAt	indeed	0.0
𓅓𓎡𓋴𓅱𓀓	G17,V31,S29,G43,A16	m  ksw	bowing	0.0
𓅓𓎡𓏏𓎡𓏏𓀁	G17,V31,X1,V31,X1,A2	m  ktkt	quietly	0.0
𓅓𓎼𓃀𓎼𓃀𓇋𓇋𓏏𓀒	G17,W11,D58,W11,D58,M17,M17,X1,A15	m  gbgbt	headlong (of flight), prostrate	0.0
𓅓𓎼𓃀𓎼𓃀𓏏𓏴	G17,W11,D58,W11,D58,X1,Z9	m  gbgbt	headlong (of flight), prostrate	0.0
𓅓𓁶𓏤𓈖	G17,D1,Z1,N35	m.......tp n	from.......down to	0.0
𓅓𓋭𓊃𓈇	G17,S24,O34,N23	m  Ts	(the land was ) in drought	0.0
𓅓𓂧𓃹𓈖𓂻	G17,D46,E34,N35,D54	m  dwn	straight on	0.0
𓅓𓂧𓃹𓈖𓂻	G17,D46,E34,N35,D54	m  dwn	from then on, henceforward	0.0
𓅓𓂧𓃹𓈖𓂻	G17,D46,E34,N35,D54	m  dwn	habitually, continually	0.0
𓅔𓂠	G18,D39	m  m	among, therein	0.0
𓅔𓏭𓄛	G18,Z4,F27	mmy	giraffe	0.0
𓅖𓇋𓇋𓅱𓈗	G20,M17,M17,G43,N35A	myw	semen, seed of man	0.0
𓅖𓈙𓂝𓂻	G20,N37,D36,D54	mSa	march, travels	0.0
𓅘𓎛𓀁	G21,V28,A2	nHi	pray for, prayer	0.0
𓅘𓎛𓏏𓀁	G21,V28,X1,A2	nHt	prayer	0.0
𓅘𓎛𓃀𓏴𓂡	G21,V28,D58,Z9,D40	nHb	harness, yoke, appoint, combine (attributes), provide, requisition	0.0
𓅘𓎛𓃀𓏏𓆰	G21,V28,D58,X1,M2	nHbt	bud (of lotus plant)	0.0
𓅘𓎛𓃀𓏏𓆹	G21,V28,D58,X1,M10	nHbt	bud (of lotus plant)	0.0
𓅘𓎛𓃀𓏏𓆸	G21,V28,D58,X1,M9	nHbt	bud (of lotus)	0.0
𓅘𓎛𓊪𓊌	G21,V28,Q3,O39	nHp	potter''s wheel	0.0
𓅘𓎛𓇳𓎛𓏊𓏥	G21,V28,N5,V28,W22,Z2	nHH	(sesame) oil	0.0
𓅘𓎛𓎛𓇳	G21,V28,V28,N5	nHH	eternity, for ever	0.0
𓅙𓃀𓏏𓊌	G22,D58,X1,O39	Dbt	brick, ingot, slab (of metal)	0.0
𓅙𓏏𓊌	G22,X1,O39	Dbt	brick, ingot, slab (of metal)	0.0
𓅙𓃀𓏏𓊌𓈔𓈓	G22,D58,X1,O39,N34,N33A	Dbt	target	0.0
	G225	bA	hoe (crops)	0.0
𓅚𓇋𓇋𓏏	G23,M17,M17,X1	rxyt	subjects, common folk, mankind	0.0
𓅚𓏏𓀀𓁐𓏥	G23,X1,A1,B1,Z2	rxyt	subjects, common folk, mankind	0.0
𓅜𓀼	G25,J1,A51	Ax	spirit	0.0
𓅜	G25,J1	Ax	spirit	0.0
𓅜𓏤𓀽	G25,Z1,A52	Ax	spirit	0.0
𓅜𓏛	G25,J1,Y1	Ax	be a spirit, become a spirit, glorious, splendid, beneficial, useful, profitable, fame	0.0
𓅜𓏏𓏛	G25,J1,X1,Y1	Axt	what is good, profitable, useful	0.0
𓅜𓅱𓏛𓏥	G25,J1,G43,Y1,Z2	Axw	power (of god), mastery (over work)	0.0
𓅜𓏛𓏥	G25,Y1,Z2	Axw	power (of god)	0.0
𓅜𓏛𓏥	G25,J1,Y1,Z2	Axw	power (of god)	0.0
𓅜𓏛	G25,J1,Y1	Axw	power (of god)	0.0
𓅜𓏥𓅱	G25,J1,Z2,G43	Axw	power (of god)	0.0
𓅜𓏏𓆘	G25,J1,X1,I13	Axt	uraes-serpent	0.0
𓅜𓏏𓆘	G25,X1,I13	Axt	uraeus - serpent	0.0
𓅜𓏏𓁻	G25,J1,X1,D6	Axt	eye (of god)	0.0
𓅜𓏏𓊮	G25,J1,X1,Q7	Axt	flame	0.0
𓅜𓇋𓇋𓏏𓉐	G25,J1,M17,M17,X1,O1	Axyt	still-room ?	0.0
𓅜𓏏𓏳	G25,J1,X1,Z8	Axt	horizon, (tomb (of king)	0.0
𓅜𓏏𓈌𓉐	G25,X1,N27,O1	Axt	horizon, tomb (of king)	0.0
𓅜𓏏𓏳𓍘𓇋	G25,J1,X1,Z8,U33,M17	Axty	horizon - dweller	0.0
𓅜𓅂	G25,J1,G4,B53,B53,B53	Axtyw	horizon - dwellers (a remote people)	0.0
𓅜𓇶	G25,J1,N8	Axw	sunlight, sunshine	0.0
𓅝𓏏𓏭𓆄𓏏𓏤𓆰	G26,X1,Z4,H6,X1,Z1,M2	Swt  dHwty	a type of herb	0.0
𓏏𓏏𓈉	G264A,X1,X1,N25	imntt	the West	0.0
𓏏	G264B,X1	imnty	the West	0.0
	G264B	wnmy	right - hand side, right, right side of	0.0
𓅟𓂋𓏏𓋔	G27,D21,X1,S3	dSrt	the Red Crown	0.0
𓅟𓏏𓈉	G27,X1,N25	dSrt	the Red Land, desert	0.0
𓅟𓂋𓏏𓈉	G27,D21,X1,N25	dSrt	the Red Land, desert	0.0
𓅟𓏏𓎽	G27,X1,W12	dSrt	red pot	0.0
𓅟𓂋𓅱𓏥	G27,D21,G43,Z2	dSrw	wrath	0.0
𓅠𓎺	G28,W10	HAmw	type of wine	0.0
𓅠𓅓𓏲𓅯𓏥	G28,G17,Z7,G41,Z2	gmwt	black ibis	0.0
𓅠𓁸	G28,D3	gmi  wS	found destroyed	0.0
𓅠𓅓𓅱𓈙𓁸	G28,G17,G43,N37,D3	gmi  wS	found destroyed	0.0
𓅠𓅓𓏲𓅪𓏥	G28,G17,Z7,G37,Z2	gmw	mourning	0.0
𓅠𓅓𓅱𓀉	G28,G17,G43,A7	gmw	weakness	0.0
𓅠𓅓𓅱𓏏𓀉𓅪𓏥	G28,G17,G43,X1,A7,G37,Z2	gmwt	weakness	0.0
𓅠𓅓𓎛𓁹	G28,G17,V28,D4	gmH	catch sight of, espy, look (at)	0.0
𓅠𓅓𓎛𓁹𓍯𓄿𓈐	G28,G17,V28,D4,V4,G1,N31	gmH  wA	far - sighted, perspicaceous	0.0
𓅠𓅓𓎛𓏏𓋳	G28,G17,V28,X1,S28	gmHt	candle	0.0
𓅠𓎛𓏏𓋳	G28,V28,X1,S28	gmHt	candle	0.0
𓅠𓎛𓏏𓁸	G28,V28,X1,D3	gmHt	plaited hair	0.0
𓅠𓅓𓎛𓋴𓀭	G28,G17,V28,S29,G158A,A40	gmHsw	hawk	0.0
𓅠𓅓𓅠𓅓𓏴	G28,G17,G28,G17,Z9	gmgm	smash (boxes), tear up (books), break (of trees)	0.0
𓅠𓅓𓅠𓅓𓏴𓂡	G28,G17,G28,G17,Z9,D40	gmgm	smash (boxes)	0.0
𓅡𓏤𓏱	G29,Z1,Z6	bA	soul, BA	0.0
𓅡𓄿𓏏	G29,G1,X1,F62	bAt	symbol of Hathor	0.0
𓅡	G29,Y8A	bAt	symbol of Hathor	0.0
𓅡𓊌𓈉	G29,O39,N25	bAXw	Bahu: a region (originally west of Egypt, later on, to the East)	0.0
𓅡𓊌𓁹𓈉	G29,O39,D4,N25	bAXw	Bahu: a region (originally west of Egypt, later on, to the East)	0.0
𓅡𓋴	G29,S29,W10B	bAs	jar	0.0
𓅡𓈎𓆭	G29,N29,M1	bAq	tree (moringa arabica)	0.0
𓅡𓈎𓆭𓏌𓏥	G29,N29,M1,W24,Z2	bAq	moringa oil	0.0
𓅡𓈎	G29,N29,M46B	bAq	bright	0.0
𓅡𓎡𓂡	G29,V31,D40	bAk	work, work (for someone), pay taxes, work (horses), carry out (a task), enslave	0.0
𓅡𓎡𓅱𓂡𓏥	G29,V31,G43,D40,Z2	bAkw	work, task, workmanship, execution (of a design), revenues, taxes, impost, wages	0.0
𓅡𓎡𓂡𓏥	G29,V31,D40,Z2	bAkw	work, task	0.0
𓅡𓎡𓅱𓏛𓏥	G29,V31,G43,Y1,Z2	bAkw	work, task	0.0
𓅡𓎡𓏏𓏛𓏥	G29,V31,X1,Y1,Z2	bAkt	work, task, works (of craftmanship), labour (of captives), revenues, taxes	0.0
𓅡𓎡𓏏𓏥	G29,V31,X1,Z2	bAkt	revenues, taxes	0.0
𓅡𓎡𓏏𓁐	G29,V31,X1,B1	bAkt	maidservant	0.0
𓅡𓎡𓅡𓎡𓈒𓏥	G29,V31,G29,V31,N33,Z2	bAkbAk	a cake	0.0
𓅡𓏤𓂧𓏏𓏯𓆰	G29,Z1,D46,X1,Z5,M2	bdt	bed (of gourds  etc....)	0.0
𓅡𓇋𓏏𓈅	G29,M17,X1,N21	bit	a loaf	0.0
𓅡𓏤𓂧𓏏𓏯𓆰	G29,Z1,D46,X1,Z5,M2	bdt	bed (of gourds etc..)	0.0
𓇋𓈅	G29A,M17,N21	bit	a loaf	0.0
𓅢𓅱𓏛𓏥	G30,G43,Y1,Z2	bAw	power	0.0
𓅤𓈗𓈘𓈇	G32,N35A,N36,N23	baH	basin (for irrigation)	0.0
𓅤	G32,Y1V	baH	abundance	0.0
𓅧𓈎𓂻𓂋𓉐𓏤	G35,N29,D54,D21,O1,Z1	aq  r  pr	wedding	0.0
𓅧𓈎𓂻𓄣𓏤	G35,N29,D54,F34,Z1	aq   ib	become intimate	0.0
𓅧𓈎𓂻𓄣𓏤𓀀	G35,N29,D54,F34,Z1,A1	aq  ib	intimate friend	0.0
𓅧𓈎𓏛𓄣𓏤	G35,N29,Y1,F34,Z1	aq   ib	intimate friend	0.0
𓅧𓈎𓂻𓂋𓏤𓀀	G35,N29,D54,D21,Z1,A1	aq  r	one over-familiar in speech ?	0.0
𓅧𓈎𓂻𓀀𓁐𓏥	G35,N29,D54,A1,B1,Z2	aqw	friends	0.0
𓅧𓇋𓇋𓏏	G35,M17,M17,X1	aqyt	female servant	0.0
𓅧𓏏	G35,X1	aqyt	female servant	0.0
𓅧𓈎𓏒𓏥	G35,N29,X4,Z2	aqw	loaves, provisions, food, income, revenue	0.0
𓅧𓅱𓏳𓏥	G35,G43,Z8,Z2	aqw	provisions, food	0.0
𓅧𓈎𓏲𓏳𓏥	G35,N29,Z7,Z8,Z2	aqw	provisions, food	0.0
𓅧𓈎𓂻𓉐𓂋𓂻	G35,N29,D54,O1,D21,D54	aq  pr	come in  and go out, come and go	0.0
𓅨𓂋𓀀	G36,D21,A1	wr	great one, magnate, chief, ruler (of foreign land)	0.0
𓅨𓂋𓄣𓏤	G36,D21,F34,Z1	wr  ib	insolent	0.0
𓅨𓂋𓌳𓏥𓀀	G36,D21,U1,Z2,A1	wr  mAw	Greatest of Seers	0.0
𓅨𓇙	G36,M28	wr  mD  Smaw	Magnate of the ''Ten of Upper Egypt''	0.0
𓅨𓂋𓎛𓂓𓏥𓀭	G36,D21,V28,D28,Z2,A40	wr  HkAw	Great of Magic	0.0
